Gene stable ID	Gene name
YDR289C	
YOR167C	RPS28A
YDL014W	NOP1
YJL168C	SET2
YHR014W	
YPR131C	NAT3
YPR125W	YLH47
YMR313C	
YBR167C	POP7
YFL010C	
YMR155W	
YAL068W-A	
YDR177W	
YGR246C	BRF1
YDL087C	LUC7
YFR031C-A	RPL2A
YLR318W	EST2
YLR376C	
YBR162C	
YER157W	COG3
YBR290W	
YDR055W	PST1
YOR262W	
YCR091W	KIN82
YNR054C	ESF2
YLR142W	
tS(CGA)C	
YLR105C	SEN2
YJL150W	
YLR400W	
YKL219W	
YBR222C	PCS60
YDR518W	
YOL104C	NDJ1
YML133W-A	
YFL067W	
YMR309C	
YDR256C	
YGR170W	
YOR197W	MCA1
YER148W-A	
YJL036W	SNX4
YBR220C	
YMR104C	YPK2
YDR404C	RPB7
YER022W	SRB4
YHR179W	OYE2
YBR204C	
YDL106C	PHO2
YGL247W	
YGR219W	
YPL277C	
YOR329W-A	
YDR027C	VPS54
YHR034C	PIH1
YOL105C	
YOL135C	
YBR254C	
YKR055W	
YLR211C	
YJR004C	SAG1
YPR062W	FCY1
tC(GCA)P2	
YNL321W	
YHR199C-A	NBL1
YLR157W-D	YLR157W-D
YML017W	PSP2
YBR302C	
YPL182C	
YOR094W	ARF3
YJL127C	SPT10
tM(CAU)J3	
YGR003W	CUL3
YOR312C	RPL20B
YGR158C	
YLL042C	ATG10
YEL045C	
YGR052W	
YOR067C	ALG8
YMR316W	
YNL066W	SUN4
YPR071W	
YER188W	
YJL167W	ERG20
tQ(UUG)B	
YPR008W	
YKL216W	
YCR008W	SAT4
YHR174W	ENO2
YDR095C	
YGR209C	TRX2
YKR084C	
YGR004W	
tA(AGC)L	
YCL035C	
YGR106C	
YIL075C	RPN2
YMR303C	ADH2
YBR192W	RIM2
YJR109C	
YBR298C-A	
YER186C	
YCL068C	
YPL024W	RMI1
YDR229W	
YCL030C	
YKL202W	
YKR036C	
YER060W	
YBL057C	
YDL197C	
YNL173C	
YOR339C	
YOR062C	YOR062C
YNL253W	
YCL033C	MXR2
YGL242C	
YBR029C	CDS1
YJL085W	
YLR121C	YPS3
YJL055W	
YGL149W	
YMR254C	
YER152W-A	
YGR146C	
YBR175W	SWD3
YCL044C	
Q0297	Q0297
YPR077C	
YIR042C	
YKR090W	
YLL017W	YLL017W
YOR293W	RPS10A
YER133W	GLC7
YAL005C	SSA1
YMR103C	
YCR057C	PWP2
YHR177W	YHR177W
YMR253C	
YNL209W	SSB2
YIR025W	
YJL090C	
YBL016W	FUS3
YDR247W	
YLR254C	
YKL102C	
YLR055C	
YBR061C	TRM7
YBR280C	
YMR088C	
YCR072C	
Q0115	
YGL180W	ATG1
YLR340W	RPP0
YBR082C	
YNL078W	NIS1
YEL017C-A	
YMR009W	
tY(GUA)F2	
YJL099W	CHS6
YMR114C	
YLR412C-A	
YGL089C	
YPR196W	
YLR413W	
YLR274W	MCM5
YEL077W-A	
YCL008C	STP22
YLR083C	EMP70
YGR289C	MAL11
YCR053W	
YMR193C-A	
YLR106C	MDN1
YEL003W	GIM4
YLR364W	
YMR306C-A	
YGR244C	
YMR242C	RPL20A
YFL020C	
tI(UAU)L	
tG(GCC)M	
YGL047W	
YDL114W	
YMR239C	
YFL023W	BUD27
YOR261C	
YKL168C	
YIR026C	
YOR306C	
YJL182C	
YPL075W	GCR1
YLR109W	AHP1
YAL059W	
YOR034C-A	
YLR431C	ATG23
YPR089W	YPR089W
YMR076C	
YOL031C	SIL1
YCL057C-A	MOS1
YGL038C	OCH1
YFR001W	
YDR135C	
YPR039W	
YBL026W	LSM2
YLR356W	
YPR028W	YOP1
YOR054C	VHS3
YBL040C	
YKR071C	
YOR322C	LDB19
YER169W	RPH1
YMR181C	
YML080W	
YLR010C	
YMR194C-B	
YLR307W	
YGL061C	
YOL044W	PEX15
YGR083C	GCD2
YMR140W	
NME1	NME1
YHR196W	
YPL103C	
YBR165W	
YMR058W	
YGL219C	MDM34
tY(GUA)Q	
YAL067C	
YMR295C	
YOL156W	HXT11
YGR127W	
YER078C	
YDL208W	
YPR042C	
YOL145C	CTR9
YMR182C	
YLR418C	
YNL014W	HEF3
YDR543C	
YPR012W	
YOR081C	TGL5
YLR398C	
YAL054C	ACS1
YDR295C	HDA2
YPL013C	
YDL005C	
YDR207C	UME6
YLL067W-A	
YFR023W	
YER171W	RAD3
YCR076C	
YDR401W	
YJL190C	RPS22A
YDR510C-A	
YER051W	JHD1
YPL178W	CBC2
YOR267C	
YML097C	VPS9
YFL034C-B	MOB2
YJR110W	
YHR099W	
YLL016W	
YHL023C	NPR3
YER048W-A	
YEL075C	
YKL109W	
YCR049C	
YLR195C	NMT1
YJR001W	
YDR222W	
YLR223C	
YOR170W	
YOR335W-A	
YEL072W	
tP(UGG)N2	
YDL159C-B	YDL159C-B
YPL003W	ULA1
YGR241C	
YKR105C	
YJL192C	
YDR311W	
YGR007W	ECT1
YPL193W	
YJL142C	
YLR006C	
tK(UUU)D	
YHR188C	
YNL267W	PIK1
YDR044W	
YNL154C	
YHR214W	
tR(UCU)E	
YBR296C	PHO89
YBR103C-A	
YFL055W	
YGL074C	
YDL209C	CWC2
YPL165C	
YBR089C-A	NHP6B
YPR145W	
YOR358W	
YGR057C	
YOR153W	PDR5
snR42	
YLR194C	
YOL009C	
YLR270W	DCS1
YIL100W	
YPL038W	
YOR245C	
YLR290C	
YLR438W	CAR2
YJR152W	DAL5
YGL263W	
tP(UGG)O2	
YOR241W	MET7
YJL072C	PSF2
YJR056C	
YLR389C	
YPR160C-A	
YFL002C	
YDR249C	
YER172C-A	
YNL238W	KEX2
YMR068W	
YGR176W	
tN(GUU)P	
YJL038C	LOH1
YPR185W	ATG13
YNL057W	
YOR334W	
YBL081W	
YLL033W	IRC19
YKL196C	
YGR269W	
YMR144W	
YBL041W	PRE7
YLR361C	
YDL212W	SHR3
YCL032W	
Q0032	Q0032
YLR353W	
YPL167C	REV3
YKL188C	PXA2
YNL183C	
YPL032C	
YDR142C	PEX7
YLR123C	
YDR267C	
YMR060C	SAM37
YKL076C	
YGR214W	RPS0A
YDR215C	
YER129W	SAK1
YKR026C	GCN3
tK(CUU)J	
YGR095C	
YFR008W	
YDR047W	HEM12
YER015W	FAA2
YOL162W	
YNR047W	
YLR019W	
YLR209C	
YLR438C-A	LSM3
YGR134W	
YMR117C	
YIL175W	
YBR011C	IPP1
YDR069C	DOA4
YLR314C	
YDR503C	
YJR137C	MET5
YNL093W	
YER181C	
YCR039C	MATALPHA2
YDR080W	VPS41
YAR070C	
YPL074W	
YJL054W	
YPL065W	VPS28
YOR226C	ISU2
YOR168W	GLN4
YJL081C	ARP4
YJL219W	
YER100W	UBC6
YDL174C	
YOL111C	MDY2
YCR073W-A	SOL2
YOR368W	
YJL134W	LCB3
YBL096C	
YKL064W	
YEL006W	YEA6
YBR189W	RPS9B
YLL051C	
tQ(UUG)E2	
YLR158C	ASP3-3
YNL074C	MLF3
YKL130C	
YNL329C	PEX6
YKL195W	MIA40
YML068W	
YLR402W	
YEL049W	
YGL150C	
YOR131C	
YNL011C	
YDR172W	SUP35
tD(GUC)K	
YKL206C	ADD66
YAR019W-A	
YAR069C	
YOR134W	
YGR203W	
YPL220W	RPL1A
YMR257C	
YGL127C	SOH1
YOR078W	BUD21
YKL075C	
YDR286C	
YER037W	
YJR160C	
YPL176C	
YMR221C	
YJR057W	
YOL109W	
YKL071W	
YPR070W	
YGR202C	PCT1
YAR033W	
YER031C	YPT31
YHR214C-E	
YDL175C	
YMR003W	
YGL181W	GTS1
YER050C	
YLR175W	
YDR037W	KRS1
YDR151C	
YGR116W	SPT6
YML081W	
YGR180C	RNR4
snR4	
YNL056W	
YDR004W	
YHR027C	RPN1
YML018C	
YIL025C	
YER155C	BEM2
YLR146W-A	
YBR297W	MAL33
YBL008W-A	
YJR117W	STE24
YEL034C-A	
YNL022C	
YML032C	
YOR192C	
RDN58-1	RDN58-1
YPR108W-A	
YOR304C-A	
YBL012C	
YBR156C	
YGL187C	
YLR066W	
YDL166C	
YBL077W	
YKR097W	PCK1
YOR145C	PNO1
YOL067C	
YDR063W	AIM7
YIL112W	
YNL042W	
YNL175C	
YBR162W-A	
YGL057C	
YGL244W	RTF1
YPR050C	
YOR116C	RPO31
YOL070C	
YMR126C	
YOL033W	MSE1
RDN25-2	RDN25-2
YOR033C	EXO1
tR(UCU)D	
YOL024W	
YNL265C	
YMR179W	
YMR067C	UBX4
YPL272C	
YKL108W	SLD2
YDR032C	
YLL018C-A	
YNL131W	TOM22
YNL307C	MCK1
YLR092W	
YGR287C	
YIR012W	
YKL009W	
YOR324C	FRT1
YOR006C	
YDL143W	CCT4
YIL156W	
YOR166C	
tQ(UUG)E1	
YPR016W-A	
YOR177C	
YPL077C	
YNR003W-A	
YHR112C	
YMR150C	IMP1
YBR256C	
YDR071C	
YDR093W	
YLR373C	
snR87	
YJL165C	
YOL004W	SIN3
YOL125W	
YML010W	
YDR149C	
YOR128C	
YDR384C	
YIL047C-A	
YGR245C	
YER053C	
YLR029C	RPL15A
YIR030W-A	
YGR016W	
YLR224W	
YLR299W	ECM38
YMR026C	PEX12
YBL076C	ILS1
YHR050W	
YLR309C	IMH1
YNR038W	
YIL002C	INP51
YDL164C	CDC9
YJL078C	
YBR030W	
YPL047W	
YGR111W	
YKL015W	
YOR118W	
YNR008W	
YGL077C	HNM1
YPR133C	SPN1
YAR071W	
YDL049C	
YEL039C	CYC7
YAL064W	
YHR167W	
YGR037C	
YPR082C	DIB1
YKR002W	
YJL020W-A	
YOL010W	
YBL053W	
YOR083W	
YLR367W	RPS22B
YHR168W	
YDR334W	
YGR109C	
snR44	
YCR047W-A	
YPL189C-A	
YNL254C	
snR63	
YER044C	ERG28
YGR133W	PEX4
YBR096W	
YDL217C	
tL(CAA)D	
YKL210W	
YER048C	
YDL036C	
YDR456W	NHX1
YBL073W	
YHR203C	RPS4B
YNL151C	RPC31
YHR032C-A	
YMR261C	
YLR280C	
YBR033W	
YIL046W-A	
YKR046C	
YKL170W	MRPL38
YER028C	
YOL037C	
YGL258W-A	
YNL090W	
YDL032W	
YCR098C	
tI(AAU)D	
YNL038W	
YMR281W	
YHR213W-A	
YMR175W-A	
YMR259C	
YDR221W	
YGL202W	
YLR381W	CTF3
YLR448W	RPL6B
YPL056C	
YLR098C	CHA4
YDR320C	SWA2
YDR344C	
YNR030W	ALG12
YAL016C-A	
YPR074C	
YOR233W	KIN4
YHR194W	
YER053C-A	
YNL006W	
YMR047C	NUP116
YHR127W	YHR127W
tD(GUC)J4	
YBL094C	
YLR300W	EXG1
YJL127C-B	YJL127C-B
YOL017W	
YLR192C	
YHR149C	
YLR399W-A	
tR(UCU)B	
YGR296C-B	
YLR293C	GSP1
YHR130C	
YPR094W	
YHR051W	
YDL056W	
YDR084C	
YFL052W	YFL052W
YIL152W	
YMR205C	
YMR235C	
YCR009C	RVS161
YBL036C	
YER143W	DDI1
YDL051W	LHP1
YMR241W	
YIL155C	
YPL136W	
YDL161W	
YOR323C	
YER014W	
YLR044C	
YGL049C	TIF4632
YGR263C	
YNL214W	PEX17
YNL019C	
YMR316C-A	
YEL008W	
tV(CAC)H	
YJR074W	
YGR064W	
YBL111C	
YOL030W	
YER034W	
YMR210W	
YMR158W	
YOL019W-A	
YDR375C	
YER114C	BOI2
YLR035C	
YMR162C	
YJL197W	
YBR110W	
YJL048C	UBX6
YGL131C	
YFL028C	
YJL208C	
YOR155C	
YDR383C	
YPL154C	PEP4
YDR453C	TSA2
tW(CCA)P	
YNL031C	
YER008C	SEC3
tS(UGA)E	SUP19
YDR269C	
tD(GUC)M	
YKR050W	TRK2
YDR273W	
YGR257C	
YJR099W	
YOR242C	
YNR019W	ARE2
YAL047W-A	
YDR406W	
YKL096W	CWP1
YKR061W	
YIL103W	DPH1
YGL253W	HXK2
YBL001C	
YPR087W	
YGL045W	RIM8
YOR086C	
YDL247W	
tM(CAU)D	
YGR222W	
YPR146C	
YLR383W	SMC6
YCR077C	PAT1
ZOD1	
YNL049C	SFB2
YGL143C	
YNR004W	
YJR016C	
YML027W	
YDR545C-A	
YHL030W	
tK(UUU)P	
YIL094C	LYS12
YGL142C	
YDL185C-A	
YMR163C	
YER190C-A	
YAL013W	DEP1
YBR111C	YSA1
tP(UGG)O1	
YPL112C	
YKL040C	NFU1
YJL158C	CIS3
YBR072W	
YDR276C	PMP3
YHR120W	
YGR227W	DIE2
YKL013C	
YMR018W	
YBL039W-B	YBL039W-B
YIR018C-A	
YGR232W	
YCR037C	
YDR298C	ATP5
YIR029W	DAL2
YBR054W	
YKL065C	
YBL070C	
YDR370C	
YLR166C	
YIL066C	RNR3
YML095C	
YNL098C	RAS2
YDR357C	CNL1
YDL151C	
YKL141W	SDH3
YCR088W	
YDR495C	VPS3
YNL293W	MSB3
YMR315W-A	
snR43	
YMR237W	
YPL215W	
YPL135W	ISU1
tR(ACG)K	
YPR184W	
YPR037C	
YOR175C	ALE1
YHR145C	
YNL077W	
YNL177C	MRPL22
YGR277C	
YNL200C	
YMR305C	
YPR035W	
YLR081W	
YBR139W	
YML041C	VPS71
YJL111W	CCT7
YKR086W	PRP16
YLR432W	
YDR259C	YAP6
YIL048W	
YBR128C	ATG14
YKL016C	
YBR199W	
YNL076W	MKS1
YAL066W	
YHR098C	SFB3
YPL015C	
YNL020C	
YDR502C	SAM2
YDR447C	RPS17B
YDL039C	PRM7
YJL074C	
YOR164C	GET4
YKL166C	
YEL042W	
YML094C-A	YML094C-A
YGR118W	RPS23A
YDL225W	SHS1
YIL006W	YIA6
YHR182W	
YOL097C	WRS1
snR52	
YMR033W	ARP9
YLR015W	BRE2
YJL137C	
YER139C	
YLR465C	
YDR224C	HTB1
YOR360C	PDE2
YNL155W	
YPL234C	VMA11
YCL005W	
YMR277W	
YJR064W	CCT5
YOL128C	
YGL064C	
YPL151C	PRP46
YPL236C	
YHR095W	
YNL233W	
YOR102W	
YBR251W	
YIL176C	
YHR046C	
YPL067C	
YCL045C	
YOL045W	
YDR418W	RPL12B
YMR215W	
YJL088W	ARG3
YHR101C	
YER164W	
YDR225W	HTA1
YOR020W-A	
YDL002C	NHP10
YKR012C	
YJL153C	INO1
YHL020C	
tV(AAC)E2	
snR79	SNR79
YJL145W	
YGR034W	RPL26B
YBR240C	THI2
YNL324W	
YOR283W	
YGR009C	SEC9
YOR234C	RPL33B
YPL227C	
YGL035C	MIG1
YLR001C	
YLR285C-A	
YLL047W	
YGL154C	
YHR215W	PHO12
YDR434W	
YJR121W	
YLL029W	FRA1
YDR014W-A	
snR51	
YMR274C	
YGL063W	
YMR084W	
YLR154W-B	
YNL092W	
snR48	
YNR023W	SNF12
YGR023W	
YIL035C	CKA1
YNL004W	HRB1
YLR303W	MET17
YPL002C	SNF8
YOR384W	
YAL056W	GPB2
tH(GUG)G1	
YMR317W	
YML054C	
YPR159W	KRE6
YHR133C	
YLR313C	SPH1
YGL254W	FZF1
YBL092W	RPL32
YPL070W	
YNL218W	
YMR024W	MRPL3
YDR153C	
YDL184C	RPL41A
YOR010C	TIR2
YDL154W	
YBR062C	
YBL014C	
YNL250W	
YDR431W	
YNL314W	
YNL227C	
YER054C	
YBR099C	
YNR025C	
YAL001C	TFC3
YJL012C	VTC4
YGR286C	
YGL159W	
YGR153W	YGR153W
YKR019C	
YNL290W	
YJL107C	
YDR245W	MNN10
YOR315W	
tL(CAA)K	
YMR255W	
YKL209C	
YBL047C	EDE1
YNL189W	SRP1
YER033C	
YGR136W	
YFL022C	FRS2
YDR183W	
YMR119W	
YBR145W	
YMR227C	TAF7
YER120W	
YJL043W	
YOL158C	ENB1
YGL197W	
YHR150W	
YPL040C	ISM1
YPL185W	
YDR003W-A	
tT(AGU)N2	
YHR070W	
YBR248C	
YBR190W	
YNL118C	DCP2
YCL036W	GFD2
YGR196C	
YLR060W	FRS1
YJR147W	
YDR394W	RPT3
YCR051W	
YHL003C	
YOR361C	PRT1
YPR168W	NUT2
YDR320C-A	DAD4
YGL006W-A	
YLR185W	RPL37A
YPL181W	CTI6
YOL160W	
YER093C-A	AIM11
YJL095W	BCK1
snR80	
YKL088W	
YDL021W	
YDR023W	SES1
YHL027W	RIM101
YOL085W-A	
YBR200W	BEM1
YPR003C	
YCR014C	POL4
YJR018W	
YBR105C	VID24
YDR086C	
YPL041C	
YKL181W	PRS1
YDR521W	
YDR426C	
YGR150C	CCM1
YGR164W	
YMR299C	
YBL025W	
YGL199C	
YGL078C	
YLR302C	
YDL113C	ATG20
YLR467W	YRF1-5
YKL183W	
YKL220C	
YML022W	
YDR165W	
YGL140C	
YDR417C	
YML128C	
YKL049C	CSE4
LSR1	LSR1
YGR226C	
YHR022C	
YNL127W	
YLR415C	
YER007C-A	TMA20
YKL047W	
YDR389W	
YOR325W	
YOR007C	
YBR215W	
YDR187C	
YNR073C	
YDR173C	ARG82
YOL016C	
YBR003W	
YBL046W	
YIL115C	NUP159
YMR189W	GCV2
YDR409W	SIZ1
YMR094W	CTF13
YPL211W	
YMR040W	
YHL045W	
YBR168W	
YER103W	SSA4
YDR268W	MSW1
YMR285C	
YBR239C	
YGR261C	APL6
YGL207W	SPT16
YDR403W	
YGL080W	
YLR219W	
YJR025C	BNA1
YLR177W	
YDR473C	PRP3
YEL064C	
YHR080C	
YPL057C	SUR1
YNL163C	RIA1
YML028W	TSA1
YOR035C	SHE4
YLL058W	
YNR049C	
YMR133W	
YFR005C	
YML098W	TAF13
snR36	
YHR092C	HXT4
YGR285C	ZUO1
YLR401C	
YHR180W-A	
YDR378C	
tP(AGG)C	
YBR098W	MMS4
YGL052W	
YOL082W	ATG19
YGR077C	PEX8
YOL164W-A	
YLR259C	HSP60
tS(AGA)G	
YCL009C	
YJR133W	
snR55	
YDR133C	
YPR195C	
YNL299W	
snR19	SNR19
tG(GCC)O2	
YBL087C	RPL23A
YMR208W	ERG12
YAL011W	SWC3
YKL179C	
snR86	
YEL002C	
YDR515W	SLF1
YMR020W	
YMR014W	
YGR223C	
tA(UGC)E	
YPR083W	
YGL086W	
YPL001W	HAT1
snR40	
YMR326C	
YGL173C	XRN1
YLR286W-A	
YJL184W	GON7
YPR193C	HPA2
YER078W-A	
YOR272W	
YNL251C	
YPL044C	
YDL107W	
YDL201W	
YOL013C	HRD1
YBR077C	SLM4
YER007W	
YNL143C	
YDR396W	
YOR026W	
YIL042C	
YGR001C	
YMR213W	CEF1
tK(UUU)G1	
YMR192W	GYL1
YGL217C	
YAR030C	
YDR258C	
YAR047C	
YAL022C	
YBR224W	
YOR359W	
YDR176W	NGG1
YDL099W	
YDR380W	
YDL110C	
YOR250C	
YFL019C	
Q0055	
YDR148C	
YDL220C	CDC13
YFL008W	SMC1
YBL084C	CDC27
YNL312W	RFA2
YGR105W	
YMR177W	
YLR090W	
YPL279C	
YOL012C	HTZ1
YJL118W	
YNL124W	
YIL124W	AYR1
YOL026C	MIM1
YPL022W	RAD1
YLR173W	
YOR100C	
YKL099C	
YGL214W	
YNL021W	
YGL137W	
YPL258C	
snR35	
YOR375C	GDH1
YHR147C	MRPL6
YJR072C	NPA3
YIL100C-A	
YGL095C	VPS45
YIL129C	TAO3
YGL009C	
tD(GUC)L2	
YFL021W	GAT1
YLR129W	DIP2
YIL040W	
YMR294W-A	
Q0143	Q0143
YNR043W	MVD1
YJR006W	POL31
YAL039C	CYC3
YDR504C	
YFL033C	RIM15
YIR008C	
YHR006W	
YMR008C	
YBR058C	UBP14
YDR386W	MUS81
YPL019C	VTC3
YHR108W	
YKL182W	
YBL068W-A	
YHR070C-A	
YHR001W-A	
YLL014W	
YKR035W-A	DID2
YIL079C	
YPL142C	
YDR208W	
YIL143C	SSL2
YDR324C	
YDL170W	
YDR317W	
YOL155C	
YDR436W	
YLR163C	MAS1
YBR253W	SRB6
YPL180W	
YHR189W	PTH1
snR17a	SNR17A
YNL065W	
YNL178W	RPS3
YGL073W	HSF1
YER006W	
YLL020C	
YIL127C	
snR57	
YKL111C	
YML063W	RPS1B
Q0285	
YKL187C	
YMR168C	CEP3
snR62	
YIR037W	HYR1
tM(CAU)Q2	
YPR061C	
YLR119W	SRN2
YBL018C	
YDL111C	
YKL006W	RPL14A
YHR090C	YNG2
YBR038W	
tT(UGU)Q1	
YEL033W	
YHL015W	RPS20
tR(UCU)J2	
YDL227C	
YOL027C	MDM38
Q0105	COB
YHR015W	
YMR148W	
tW(CCA)M	
YJL077C	
YPR178W	PRP4
YLL061W	
YHR132W-A	
YPL282C	
YBL015W	
YHR207C	
YOR386W	
YIL137C	TMA108
YFL012W	
YBR008C	
YGR205W	
YPR001W	
YML058W	
YML104C	
YKL069W	YKL069W
YPL026C	SKS1
YGR218W	CRM1
YBL066C	
tV(AAC)M2	
YPR164W	MMS1
YLR363W-A	
YNL133C	
YDL124W	
YNR032C-A	
YGR108W	CLB1
YHR109W	
YPR153W	
YCR095W-A	
YNL223W	ATG4
YKL005C	
YKR011C	YKR011C
YFR002W	
YML092C	
YDL026W	
YER057C	HMF1
YHR117W	TOM71
YLR196W	
YIL014W	
YKL134C	OCT1
YLR125W	
YBR231C	SWC5
YGR115C	
YGL008C	PMA1
YPL129W	TAF14
YER038W-A	
YLR046C	YLR046C
YFR045W	
YBL112C	
YDL068W	
YGR175C	
YNR016C	ACC1
YGR045C	
YGL226C-A	
YLR113W	HOG1
YBL013W	FMT1
YMR106C	YKU80
YLR460C	
YDL100C	GET3
YMR272C	SCS7
YGR094W	
YBR163W	EXO5
tV(AAC)L	
YPR147C	
YOL059W	GPD2
YFR024C-A	LSB3
YBL004W	
YMR307C-A	
YKL174C	
YLR324W	
YLR347C	KAP95
YDL216C	RRI1
YJR086W	
YMR159C	ATG16
YGR067C	
YLR436C	
YKL163W	PIR3
YMR216C	
YHR075C	PPE1
YFR036W-A	
YBR118W	TEF2
YLR430W	SEN1
YBR159W	
YLR336C	
YPL098C	
YOR378W	
YLR407W	
YOR220W	RCN2
YJR095W	SFC1
YLR317W	
YLL003W	
YPL231W	
YDR296W	MHR1
YMR158C-A	YMR158C-A
YPR025C	
YLR004C	
YOR300W	YOR300W
YIL031W	ULP2
YPR167C	
YKR063C	
YGL076C	RPL7A
YHR190W	
YKL154W	
YLR184W	
YLR319C	BUD6
YER122C	
YPR166C	
YLR104W	
YOL114C	
YLR377C	FBP1
tG(GCC)B	
YGL013C	PDR1
YDR514C	
YER125W	RSP5
YLR457C	
YDR254W	CHL4
YLR039C	
YLL066W-A	
YHR185C	PFS1
YLR337C	VRP1
YJL181W	
YOR104W	
YER020W	GPA2
YOR309C	
YNL123W	NMA111
YMR004W	
YJR082C	
YJL019W	MPS3
YDR477W	SNF1
YLL043W	
YKL213C	DOA1
tI(AAU)G	
YIL140W	AXL2
YCR043C	
YPL089C	
YBL103C	
YLR193C	
YDL204W	
YDR019C	GCV1
YHR011W	
YML008C	ERG6
tV(AAC)K2	
YHR096C	
YMR109W	
YOR043W	
YOR331C	
YLR082C	
YNL272C	
YNL245C	
YNR074C	AIF1
YDR038C	
YOL043C	NTG2
YMR011W	
YDR408C	
YNR034W	
YNR033W	
YNL201C	
YJR065C	ARP3
YBR281C	
YJL032W	
YAR002W	
YMR204C	
YIL030C	SSM4
YPL149W	ATG5
YHR124W	
YER107C	GLE2
snR56	
YGR112W	
YPR084W	
YOL049W	
YLR333C	RPS25B
YKL113C	RAD27
YLL053C	
YBR174C	
YAR029W	
YFL054C	
YNR021W	
YHL034C	SBP1
YIL022W	TIM44
YDR485C	VPS72
YIL074C	
YGR096W	
YBR086C	
YLR202C	
YBR057C	MUM2
YGR103W	NOP7
YJR096W	
tT(AGU)O1	
YCL041C	
YLR169W	
YGL230C	
RDN18-2	RDN18-2
YOL064C	MET22
YBR126C	TPS1
YNL211C	
YBR092C	PHO3
YLR445W	
YOR191W	ULS1
YNL228W	
YHR198C	AIM18
YHR021C	RPS27B
YPR007C	REC8
YAR019C	CDC15
YLR146C	
YDR029W	
YBR233W-A	
tA(AGC)J	
YER152C	
YML034C-A	YML034C-A
YJR007W	
YER118C	SHO1
YKL189W	
YLR213C	
YER082C	UTP7
YPL063W	
tG(UCC)Q	
YFL051C	
YDR008C	
YCR097W	HMRA1
YKL225W	
YDL248W	
YPR142C	
YDL057W	
YPR123C	
YMR236W	TAF9
YIR031C	DAL7
YDR046C	BAP3
YDR025W	RPS11A
YER061C	
YDR040C	ENA1
YMR207C	
YJL127W-A	YJL127W-A
YDR322W	MRPL35
YPR170C	
YHL014C	YLF2
YOR211C	MGM1
YNL146W	
YMR324C	
YBR131W	CCZ1
YDR123C	INO2
YMR141C	
YJL016W	YJL016W
tV(AAC)M3	
YJL077W-B	
YML123C	PHO84
YML099C	ARG81
YER166W	
tM(CAU)O1	
tF(GAA)F	
YDR160W	SSY1
YAL016C-B	
YDL230W	
YLR114C	
YDR001C	
YDR116C	
YOR370C	MRS6
YML112W	
YKR083C	DAD2
YBL059W	
YNL188W	
YJL089W	
YFR047C	BNA6
YDR196C	
YGR101W	PCP1
YDR331W	
YMR312W	ELP6
YBR043C	QDR3
YDR385W	
YOR317W	
YJR158W	
YOR239W	ABP140
YOL091W	SPO21
YDL089W	
YHR151C	
YIR003W	
YAR050W	FLO1
YKR100C	SKG1
YCR017C	
YLL066W-B	
YHR166C	
YBR264C	
YDR363W-A	SEM1
YDL221W	
YJR139C	
YHR138C	
YBL028C	
tV(AAC)G3	
YEL011W	GLC3
YBR135W	
YOL142W	RRP40
YGL151W	NUT1
YFR022W	ROG3
YER179W	DMC1
YPR191W	QCR2
YGL024W	YGL024W
YBR171W	SEC66
YDL146W	
YLR289W	
YDR163W	
YGL184C	
YLL026W	
YIL039W	
YGL055W	OLE1
YGL226W	
YOR107W	
YOL127W	RPL25
YNL261W	
YML100W	
YGL058W	RAD6
YPL187W	MF(ALPHA)1
YGR137W	
YNR042W	
YBR146W	
YNR006W	VPS27
YNL054W	
YJL052W	TDH1
YGR198W	
YOR265W	
YOR057W	SGT1
YOL025W	LAG2
YML012W	
YMR036C	
YLR370C	
YLR152C	
YLR111W	
YHL009C	
YLR012C	
YGR010W	
YGL186C	
snR31	
YCL001W-B	
YGL117W	
YIL084C	
YOR008W-B	
YJR094W-A	RPL43B
YGL200C	EMP24
YDR201W	
YGR262C	BUD32
YLR227C	
YER089C	
YCR064C	
YOR124C	
YPL152W-A	
YML122C	
snR18	
YFR011C	AIM13
YBR007C	
YKL122C	
YGL158W	
YPR024W	YME1
YPL233W	
YIL105W-A	
tS(AGA)D3	
YFL044C	OTU1
tH(GUG)K	
YDL162C	
YPR173C	VPS4
YGR089W	
YGR110W	
YOR075W	UFE1
YLR433C	CNA1
YGL165C	
snR37	
YOR069W	VPS5
YKL133C	
YGR043C	
YDR497C	
YCR046C	
YML038C	
YCR054C	
YNR058W	
YLR246W	
YGR042W	
YDR127W	
RUF20	
YGR278W	
YOR363C	PIP2
YDL160C-A	
YLR085C	
YER029C	SMB1
YOL071W	EMI5
YKR057W	RPS21A
YGR087C	
YEL055C	
YOR382W	
YNL075W	
YPL010W	
YJR038C	
YML131W	
YGR026W	
YLR093C	NYV1
YJL022W	
YKR054C	DYN1
YEL065W	SIT1
YGL105W	
YGL115W	SNF4
YNL036W	NCE103
YER173W	RAD24
YKR056W	TRM2
YJL073W	JEM1
YDL128W	VCX1
YIL102C-A	
YLR026C	
YDR310C	
YLR267W	
YKL203C	TOR2
YNR002C	ATO2
YGR079W	
YNL280C	
YNL167C	SKO1
YMR321C	
YFR056C	
YFR032C-A	RPL29
YFL047W	
YBR081C	SPT7
YOL159C	
YNR046W	
YNL294C	RIM21
YBR056C-B	
YDL191W	RPL35A
YDR147W	
YOR188W	
YDL155W	
YLR463C	
YNL063W	
YBL038W	MRPL16
YHL004W	
tG(GCC)G1	
