Gene	FDR	RANKS_score
C6orf47	0.0122370689905093	-2.22929402858097
ZFAT	0.0122370689905093	-2.22813744407708
EMC1	0.0122370689905093	-2.22759651171156
MED13L	0.0122370689905093	-2.22731737788424
CCNF	0.0122370689905093	-2.22139859141293
TRMU	0.0122370689905093	-2.22132449492914
RPUSD3	0.0122370689905093	-2.22001163570483
FCF1	0.0124591307442265	-2.4044866116745
WDHD1	0.0124591307442265	-2.40105837882291
WDR46	0.0124591307442265	-2.30683915257855
CLEC11A	0.0124591307442265	-2.30312261635361
ATP5I	0.0124591307442265	-2.30262239219632
EZH2	0.0129375867464214	-2.2196576920839
AARS2	0.0129375867464214	-2.21752143429151
ATP1A2	0.0129375867464214	-2.2166863158159
VPS18	0.0129375867464214	-2.21633995703428
VHL	0.0129375867464214	-2.21398629017232
NFE2L1	0.0129375867464214	-2.21323792628465
CIAPIN1	0.0129407090087415	-2.21030992201459
TAF1B	0.0131053469012146	-2.39708921345851
CCAR1	0.0131053469012146	-2.39639403058092
TOE1	0.0131053469012146	-2.39505499669491
NFYB	0.0131053469012146	-2.39020657638054
CCDC180	0.0131133083717804	-2.29945646392283
FBXL19	0.0131133083717804	-2.29720379588078
KIAA1211	0.0131133083717804	-2.29718210477513
BRF1	0.0131133083717804	-2.29552425166781
DDIT3	0.0131133083717804	-2.29149962140052
ATP5J2	0.0131133083717804	-2.29006329198614
DNAJC2	0.0135607262541462	-2.65524964786593
MYH4	0.013650349373724	-2.20987618627219
OXSM	0.013650349373724	-2.20643629214435
NUGGC	0.013650349373724	-2.20289100654764
ZMIZ1	0.013650349373724	-2.20252006432365
C9orf163	0.013650349373724	-2.20190532776641
INTS10	0.013650349373724	-2.20099613905525
MMP17	0.013650349373724	-2.20040365266091
NMT1	0.01371334048707	-2.38661794689078
RTN4IP1	0.0138089865984109	-2.2857352485567
RFFL	0.0138089865984109	-2.28402927096502
CABIN1	0.0138115912490248	-2.28172965528697
CENPE	0.0143798270392514	-2.3794088358458
RBMX	0.0143798270392514	-2.37776820053986
GSS	0.0143798270392514	-2.37259840514941
HIST2H3C	0.0144034723595652	-2.19878968262292
HIST2H3A	0.0144034723595652	-2.19878968262291
EHMT1	0.0144034723595652	-2.19475556063242
CNOT10	0.0144034723595652	-2.19425510482924
NADK	0.0144034723595652	-2.19012223490154
SNRPA	0.0144034723595652	-2.19007176463505
SETD8	0.0145673059471037	-2.27935812538148
MINOS1	0.0145673059471037	-2.27758228814148
HIST1H2AI	0.0150865846400256	-2.36264370870752
RPL6	0.0151679366133888	-2.82705370708262
COL4A2	0.0151969436962579	-2.18981525359811
GOT1	0.0151969436962579	-2.18811067801337
POLR3F	0.0151969436962579	-2.18466710318999
TRIM28	0.0151969436962579	-2.18226876439578
ACTG1	0.0151969436962579	-2.18144789036516
MRPL22	0.0152716210474461	-2.26981552720763
NOL11	0.0152716210474461	-2.26887823504805
TADA1	0.0152716210474461	-2.26667915577404
GON4L	0.0152734003102063	-2.26044965756408
PRIM2	0.0153739323324945	-2.47372050082786
RPSA	0.0156420486340281	-2.81439752634554
LMX1B	0.0157816234775195	-2.3562952633268
BCL2L2-PABPN1	0.0160571147523232	-2.1770317213464
VPS11	0.0160571147523232	-2.17673850156117
ZACN	0.0160571147523232	-2.17607654717962
PABPN1L	0.0160571147523232	-2.17531715460903
SLC6A17	0.0160571147523232	-2.17370711078827
CROCC	0.0160571147523232	-2.1706536106667
DNAJC16	0.0160571147523232	-2.17064340198501
MRPL50	0.0161088153059051	-2.25744845879635
PREPL	0.0161088153059051	-2.25501574073566
IGBP1	0.0166290676448047	-2.34746932644775
SCUBE1	0.0169613437460762	-2.16749422145875
PEX10	0.0169613437460762	-2.16729179901034
SART3	0.0169613437460762	-2.16601766703016
CTU1	0.0169613437460762	-2.16585246428927
ATP1A3	0.0169613437460762	-2.16531357107922
SEMA6B	0.0169613437460762	-2.1645102311502
MOCS3	0.0169613437460762	-2.16413459790275
CACNA1A	0.0169613437460762	-2.16277847108089
XRCC2	0.0169613437460762	-2.16232054878187
SBDS	0.0169613437460762	-2.16026064562969
VPS33A	0.0169613437460762	-2.16004654512654
HRCT1	0.0169858291814858	-2.24865138289697
OGFR	0.0169858291814858	-2.24765793508041
SRP72	0.0169858291814858	-2.24400422568241
FBXO5	0.0169858291814858	-2.24329718438298
USP8	0.0169858291814858	-2.24309747346359
GJB5	0.0169858291814858	-2.2413415089909
AUP1	0.0179286439418834	-2.23966205566959
NDUFA10	0.0179286439418834	-2.23150344139689
OAZ1	0.0179286439418834	-2.15872446114636
COQ5	0.0179286439418834	-2.15814798786882
XRCC1	0.0179286439418834	-2.157115746904
EIF3L	0.0179286439418834	-2.1567551527685
MORC2	0.0179286439418834	-2.15518897844716
MED28	0.0179286439418834	-2.15392861053113
PPP2R5B	0.0179286439418834	-2.15259142698117
NDUFA6	0.0179286439418834	-2.1519725688781
MRPL10	0.0179286439418834	-2.15181106949528
ANAPC4	0.0183132717805893	-2.43772440354682
COX7B	0.0185053360763789	-2.57025330502213
NOL7	0.0188501723796679	-2.22819994663739
VWA9	0.0188501723796679	-2.22208862214547
GTPBP6	0.0188501723796679	-2.2202389977984
INTS8	0.0189256058506143	-2.14987248808149
TSFM	0.0189256058506143	-2.14924736251221
NCAPD3	0.0189256058506143	-2.14726290821438
TNNT2	0.0189256058506143	-2.14227804047689
LAGE3	0.0189256058506143	-2.14117680942523
PIANP	0.0189256058506143	-2.14017542736245
ZNF207	0.0190676472959838	-2.31938588735078
METTL3	0.0190676472959838	-2.3185503621601
DOCK6	0.0190676472959838	-2.31763674052822
SDE2	0.0190676472959838	-2.31250782289063
SFXN4	0.019805642626904	-2.2188415309747
NCAPH2	0.019805642626904	-2.21793897279298
RBM48	0.019805642626904	-2.21599006910933
LCN10	0.019805642626904	-2.21555311533599
MED22	0.019805642626904	-2.21534658793372
KRTAP4-11	0.019805642626904	-2.21021566379089
ADAR	0.019937552851872	-2.30735002770265
COL2A1	0.0199514288538762	-2.13928246575797
FRG1	0.0199514288538762	-2.1349351081958
ZNRD1	0.0199514288538762	-2.13493468599153
C17orf77	0.0199514288538762	-2.13430086256164
NACAD	0.0199514288538762	-2.13383824965326
LAMTOR2	0.0199514288538762	-2.13359134007339
MTRF1L	0.0199514288538762	-2.13148979754909
CDK12	0.0207043310333305	-2.40605758376478
NOC3L	0.0207314464422496	-2.54914164280494
GIGYF2	0.0208161854779369	-2.29776528777886
ING5	0.0208161854779369	-2.29702347342881
PLEKHA4	0.0208161854779369	-2.20866789021827
NCKAP1L	0.0208161854779369	-2.20768335348897
TSEN2	0.0208161854779369	-2.20461682103638
INTS2	0.0208161854779369	-2.20320515146634
SRP19	0.0208161854779369	-2.2013384226359
MED29	0.0208161854779369	-2.20083448505901
MOB4	0.0209947213415959	-2.12822312749202
PRDM10	0.0209947213415959	-2.12291013567385
KIAA1614	0.0209947213415959	-2.12240843993391
TIMM50	0.0209947213415959	-2.12204221384745
C1orf177	0.0209947213415959	-2.1220178762499
SEC61B	0.0209947213415959	-2.12159903234373
EIF1	0.0209947213415959	-2.12099703555847
ATP2C1	0.0219385296292842	-2.19628865160452
ANP32C	0.0219385296292842	-2.19537421981601
NAA20	0.0219385296292842	-2.19315325593574
HYPK	0.0219385296292842	-2.19071883184221
RSPH1	0.022267272224245	-2.11763961411453
XPO4	0.022267272224245	-2.11571772982099
MRPS2	0.022267272224245	-2.11035590987702
DNTTIP2	0.0229692125880526	-2.27571819290488
FCN2	0.0231218582863678	-2.18281274943163
EMC7	0.0231218582863678	-2.18107939709253
RBM27	0.0235282110565296	-2.10944332068803
SLC5A3	0.0235282110565296	-2.10779590194794
MCM10	0.0235282110565296	-2.10765653479027
MON2	0.0235282110565296	-2.10721473954374
RPF1	0.0235282110565296	-2.10689719933307
VRTN	0.0235282110565296	-2.10670972076599
COQ2	0.0235282110565296	-2.10334972376322
ATAD3A	0.0235282110565296	-2.10330542050605
TTC31	0.0235282110565296	-2.10219867427741
PCNT	0.0235282110565296	-2.10068896414645
GNB3	0.0235282110565296	-2.10024570277368
SLC23A3	0.0238845936691762	-2.2689841360786
CWF19L2	0.0238845936691762	-2.2653500152695
SSBP1	0.0238845936691762	-2.26339906294241
NDUFB6	0.0238845936691762	-2.26132070456257
ZRSR2	0.0241205423567073	-2.17447150402828
CANT1	0.0241205423567073	-2.17300632673392
SMARCC1	0.0241205423567073	-2.17111707808788
NPIPB15	0.0241205423567073	-2.17110933084968
GOLGA8J	0.0243276767874065	-2.68606542953464
TCEB1	0.0244920725965377	-2.93447480227511
STAG1	0.0244920725965377	-2.3696486044548
COX10	0.0244920725965377	-2.36641105481382
TIPRL	0.0247222709131922	-2.09906038658797
TIPIN	0.0247222709131922	-2.09846720243242
SPI1	0.0247222709131922	-2.0981300579485
INO80B	0.0247222709131922	-2.09696162192821
FAM160A1	0.0247222709131922	-2.09634844105211
HSD17B12	0.0247222709131922	-2.09381142779104
CDH15	0.0247222709131922	-2.09347585532676
WRAP53	0.0247222709131922	-2.09179951295725
RPE	0.0249936293122995	-2.25908892178152
RQCD1	0.0249936293122995	-2.25446807506958
PUS3	0.0249936293122995	-2.25382562271904
USP37	0.0252032057139973	-2.16918019154888
OR10G3	0.0252032057139973	-2.16873843460173
SPRTN	0.0252032057139973	-2.1685183996577
MRPL1	0.0252032057139973	-2.16777008273118
HBS1L	0.0252032057139973	-2.16723023687938
ALAD	0.025398250686391	-2.35990060069154
MLLT6	0.0260440522290258	-2.0891352784692
CHCHD3	0.0260440522290258	-2.08839473017878
TFB2M	0.0260440522290258	-2.08558534728827
HERPUD1	0.0260440522290258	-2.08533212222483
NFYC	0.0260440522290258	-2.0844130308579
RAD1	0.0260440522290258	-2.08405216731027
EXOC1	0.0260440522290258	-2.08369207931824
DCLRE1B	0.0260440522290258	-2.0824345405099
MTERFD2	0.0261187197457527	-2.24748405373961
TRIM24	0.0261187197457527	-2.24711858094253
ESF1	0.0261187197457527	-2.24158681525318
MCOLN1	0.0261187197457527	-2.2412672454376
EGR2	0.0264897996558759	-2.34288141248081
CEP55	0.0264897996558759	-2.15996692183699
ARID3B	0.0264897996558759	-2.15568646688419
GJC3	0.0264897996558759	-2.15456450294466
CCDC137	0.0264897996558759	-2.15274932841368
GGA3	0.0264897996558759	-2.15163194220436
TCEB2	0.0264897996558759	-2.15162880759132
MRPS7	0.0264897996558759	-2.15091359028664
H2AFZ	0.027433555253253	-2.07992625137177
AGBL1	0.027433555253253	-2.07975738435147
KCTD17	0.027433555253253	-2.07963381578725
KRT35	0.027433555253253	-2.07956391623977
ZNF407	0.027433555253253	-2.07931190915941
MFRP	0.027433555253253	-2.07638759847102
TMED2	0.027433555253253	-2.07580920187699
COX6A1	0.027433555253253	-2.07517355520804
ZNF541	0.027433555253253	-2.07390880161014
NDUFB2	0.027433555253253	-2.07002211028362
MBTPS1	0.0277999007631063	-2.14663777730902
CHMP3	0.0277999007631063	-2.14568975142152
NSMCE4A	0.0277999007631063	-2.14197574653957
ASCC3	0.0277999007631063	-2.14116264330492
ARIH1	0.0277999007631063	-2.1409852825875
ATP1A1	0.0286619549804645	-2.22972330360171
MIOS	0.0286619549804645	-2.22181640943594
RPL32	0.028763156789844	-2.87293924433852
CCNC	0.028763156789844	-2.06974381256474
EIF5AL1	0.028763156789844	-2.06659838780888
GSG1L2	0.028763156789844	-2.06633245733116
DDX42	0.028763156789844	-2.0651466769984
ZW10	0.028763156789844	-2.06489627494938
THRSP	0.028763156789844	-2.06327364443668
PRMT8	0.028763156789844	-2.06315509987096
IGLL1	0.028763156789844	-2.06305145355828
APRT	0.028763156789844	-2.0624635798516
EMC2	0.028763156789844	-2.06145063830569
SSH2	0.028763156789844	-2.0611107608798
HNRNPC	0.028763156789844	-2.06108207565646
C15orf52	0.028763156789844	-2.06072698383939
MRPS28	0.028763156789844	-2.06051522975474
MED19	0.0291489559473087	-2.13963404262779
DDTL	0.0291489559473087	-2.13507164938786
RPP30	0.0291489559473087	-2.13418770145046
KRTAP4-8	0.0299175850268975	-2.21388081073244
GBF1	0.0305022549417243	-2.05783115781928
CLASP1	0.0305022549417243	-2.05755694386782
SRGAP2B	0.0305022549417243	-2.05629536369294
PIGO	0.0305022549417243	-2.05370568119323
HIST1H4B	0.0306694279773517	-2.12824973472327
SIX5	0.0306694279773517	-2.12729970187829
ANLN	0.0306694279773517	-2.1229601686246
MOGS	0.0306694279773517	-2.1209939303688
SLC39A7	0.0312357723046295	-2.20670122691114
VPS8	0.0312357723046295	-2.20385090585365
PPP1R35	0.0321290813521479	-2.04813672385781
SHB	0.0321290813521479	-2.04447887546721
RHOH	0.0321290813521479	-2.04200984205291
ACBD4	0.0321290813521479	-2.04197253078179
KRT2	0.0321290813521479	-2.04129952753514
S1PR4	0.0321290813521479	-2.04086980067343
TIMM22	0.0321290813521479	-2.04033930716006
ARHGEF35	0.0322210010505019	-2.11749167741763
PPP1R7	0.0322210010505019	-2.11479817823958
MEAF6	0.0322210010505019	-2.11120206755395
C2orf27B	0.0335391659597636	-2.41685073973527
FNBP4	0.0338227496703336	-2.28572892334674
FAM136A	0.0338227496703336	-2.28564658266053
STK11	0.0338227496703336	-2.1084480137545
BRIX1	0.0338227496703336	-2.10675264807757
CDH24	0.0338227496703336	-2.10502713209621
ZNF219	0.0338227496703336	-2.10431865782945
DYRK1A	0.0338227496703336	-2.10252206883086
LARP1	0.0338227496703336	-2.10188727844646
FBXO41	0.0338227496703336	-2.10017596371243
HIST1H2BI	0.0338227496703336	-2.03732819237547
LINGO4	0.0338227496703336	-2.03625281094643
EXD1	0.0338227496703336	-2.03557300215517
SAMD1	0.0338227496703336	-2.03374125291995
U2AF1	0.0338227496703336	-2.03344575019847
TEAD3	0.0338227496703336	-2.03198031608272
TMEM165	0.0340609492889843	-2.1847371516901
TUBGCP4	0.0353035148605036	-2.27701338892519
MRE11A	0.0355787597306245	-2.17606660719682
SLC52A2	0.0355787597306245	-2.17315254918638
VPS36	0.0355787597306245	-2.17003384310476
SGSM2	0.0355787597306245	-2.09733522708041
MLLT1	0.0355787597306245	-2.09653697132948
NOXA1	0.0355787597306245	-2.09625146913059
FAM83E	0.0355787597306245	-2.0956939351329
TNPO1	0.0355787597306245	-2.02862667018236
GFM2	0.0355787597306245	-2.02612237985266
SLC33A1	0.0355787597306245	-2.02587256894969
ZC3H10	0.0355787597306245	-2.02520672414029
EXOC5	0.0355787597306245	-2.02291807150501
LMNA	0.0355787597306245	-2.02017087956888
CASP8AP2	0.0366664607764751	-2.26541225484434
NDUFA8	0.0371806708897719	-2.16812984249702
PDCD7	0.0371806708897719	-2.08830740226521
EXOC8	0.0371806708897719	-2.08584900508031
FAU	0.0371806708897719	-2.08514939241688
RAVER1	0.0371806708897719	-2.08443966389771
PRPF38A	0.0371806708897719	-2.08365415737286
USPL1	0.0371806708897719	-2.08359475231047
CENPP	0.0371806708897719	-2.08263713451175
NPAT	0.0371806708897719	-2.08249809235433
GANAB	0.0371806708897719	-2.08154862359848
RBP3	0.0373004083071523	-2.01793938463762
UHRF1	0.0373004083071523	-2.01770265064705
CDK11B	0.0373004083071523	-2.01650446988411
COQ3	0.0373004083071523	-2.01568062248719
SPATS2	0.0373004083071523	-2.01547769769671
SLC52A1	0.0373004083071523	-2.01456969965481
PEX5	0.0373004083071523	-2.01403892551039
KATNB1	0.0373004083071523	-2.01230314906287
FANCC	0.0373004083071523	-2.01230205896753
UVRAG	0.0373004083071523	-2.01147768988532
GLP2R	0.0373004083071523	-2.01121772643066
C11orf83	0.0373004083071523	-2.01070546013106
PPA2	0.0388505315143926	-2.15244821763041
TXN	0.0388505315143926	-2.07564383767134
KRTAP10-8	0.0388505315143926	-2.07422042057576
PKNOX1	0.0388505315143926	-2.07373557588075
MRPS18C	0.0388505315143926	-2.07137859108747
TSPAN10	0.0388505315143926	-2.07095315616871
EIF3H	0.0388505315143926	-2.07055364273925
CARD10	0.0392340713789915	-2.00933435040244
GP1BA	0.0392340713789915	-2.00858156108233
ALG13	0.0392340713789915	-2.00809272354638
NOTCH2	0.0392340713789915	-2.00718353788214
SLBP	0.0392340713789915	-2.00603811467927
EPS8L3	0.0392340713789915	-2.00381480832847
STX4	0.0392340713789915	-2.00354353901737
FBXW9	0.0392340713789915	-2.00247951691583
C6orf132	0.0392340713789915	-2.00245660922325
BLM	0.0392340713789915	-2.00236480276365
AKT1S1	0.0392340713789915	-2.00179673592586
LIN54	0.0392340713789915	-2.00150427524033
UBALD1	0.0392340713789915	-2.00127551954784
IDI1	0.0392340713789915	-2.0012470591235
TSPY8	0.0397778073242698	-2.36790204317108
SLIRP	0.0405114256350592	-2.14754724067477
UQCC1	0.0405114256350592	-2.14584684319686
UQCRH	0.0405114256350592	-2.14083440001635
INSIG1	0.0405443624573155	-2.06957568735369
EIF4G2	0.0405443624573155	-2.06695747877393
GTF2F2	0.0405443624573155	-2.0666542970875
BAZ1B	0.0405443624573155	-2.06219212931526
RRP36	0.0409445731022296	-2.23926872992145
POLR3D	0.0409445731022296	-2.23041640500832
MTA2	0.0412271051653339	-1.99950570764065
FBRS	0.0412271051653339	-1.99807541742598
TGS1	0.0412271051653339	-1.99736404643187
LIG3	0.0412271051653339	-1.99708149276533
TIMM8A	0.0412271051653339	-1.99599024987972
GAK	0.0412271051653339	-1.99532418252027
AKAP6	0.0412271051653339	-1.99318666395629
LDB1	0.0412271051653339	-1.99292995101269
ARHGEF15	0.0412271051653339	-1.99199442509854
CSRNP1	0.0412271051653339	-1.99058077233532
DNAJA4	0.0412271051653339	-1.99032161352388
BCAS2	0.0420484186605209	-2.13300318162766
LMOD1	0.0420484186605209	-2.13294732710876
GEMIN2	0.0425096365958275	-2.22702414579429
HNRNPM	0.0425096365958275	-2.0599746899612
HCLS1	0.0425096365958275	-2.05753607517618
PPIL4	0.0425096365958275	-2.05317859601072
ARPC4	0.043306785076177	-1.98969033253084
CLCN6	0.043306785076177	-1.98947735443673
URM1	0.043306785076177	-1.98774591721441
SF3B14	0.043306785076177	-1.98737844597999
ATL2	0.043306785076177	-1.98721667670919
HS3ST4	0.043306785076177	-1.98681164211687
GPR88	0.043306785076177	-1.98643028053692
PEX26	0.043306785076177	-1.98519188177735
TSC2	0.043306785076177	-1.98509392363885
PLA2G4F	0.043306785076177	-1.98504669054811
VAT1L	0.043306785076177	-1.98291632930098
C1QTNF9B	0.043306785076177	-1.98264874875817
RPAP3	0.043306785076177	-1.98160783789737
FGFR1OP	0.0437405181264678	-2.12853888012577
ATP5F1	0.0437405181264678	-2.12311220883632
ZNF687	0.0437405181264678	-2.12152449802552
C1orf112	0.0441322873487893	-2.21651215041281
ARID3C	0.0443162015907835	-2.04627937451986
MYT1	0.0443162015907835	-2.04375626899787
ZNF641	0.0443162015907835	-2.04372745631873
PDE4DIP	0.0443162015907835	-2.04309357705672
PTGES3L-AARSD1	0.0443162015907835	-2.04302232698941
PPP1R2	0.0443162015907835	-2.04188820743719
NFATC4	0.0454429987238217	-2.11494891711095
FAM98B	0.0454429987238217	-2.11330903040058
SDHAF2	0.0454429987238217	-2.11122813782477
THOC5	0.0454429987238217	-1.97911653212235
CAPN9	0.0454429987238217	-1.97900445129664
VPS39	0.0454429987238217	-1.97694230137074
ZCRB1	0.0454429987238217	-1.9765872645525
DOLPP1	0.0454429987238217	-1.97653492663691
SIGIRR	0.0454429987238217	-1.97562647539646
RFXANK	0.0454429987238217	-1.97520860114349
MPP3	0.0454429987238217	-1.97275443719321
NAALADL1	0.0454429987238217	-1.97122314107137
HIST1H2BM	0.0454429987238217	-1.97056055536351
SMR3A	0.0457276736117022	-2.20443888648286
RTF1	0.0463291719637414	-2.03934410655466
MYEOV	0.0463291719637414	-2.03439282145723
ADCK4	0.0463291719637414	-2.03275643477301
HNRNPUL1	0.0463291719637414	-2.0315000149216
EXOC7	0.0463291719637414	-2.03001182373792
METAP2	0.0474887944671596	-2.10939203607922
KRTAP10-6	0.0475490035226182	-2.19901267186401
MAST4	0.0475490035226182	-1.96923853200864
PLD3	0.0475490035226182	-1.96851093819818
STRIP1	0.0475490035226182	-1.96770887022799
ME2	0.0475490035226182	-1.96721381563368
CRCP	0.0475490035226182	-1.96530819550274
STX18	0.0475490035226182	-1.96488725677267
FAM71E1	0.0475490035226182	-1.96391641087689
BASP1	0.0475490035226182	-1.96360420928101
PLEKHM1	0.0475490035226182	-1.96305122769565
EXOC3L2	0.0475490035226182	-1.96273719943983
PPP1R13L	0.0475490035226182	-1.96246925188573
ACTG2	0.0475490035226182	-1.96228395912323
RICTOR	0.0475490035226182	-1.96217729244475
C17orf53	0.0475490035226182	-1.96182141287096
TBATA	0.0475490035226182	-1.96041258501564
RPL39L	0.0476852114728438	-2.46577243951844
TUBB8	0.0476852114728438	-2.4602131187763
ECSIT	0.0484701913975996	-2.02878441564686
FIGNL1	0.0484701913975996	-2.02453085136405
EP400	0.0484701913975996	-2.02375261016729
NDUFA3	0.0484701913975996	-2.02102757266453
C9orf41	0.05001004029887	-1.9596254799564
KIAA0226	0.05001004029887	-1.95929738223489
POLG	0.05001004029887	-1.9586786729748
CCDC174	0.05001004029887	-1.95803363813568
FNTA	0.05001004029887	-1.95782160555732
EMC6	0.05001004029887	-1.95661600973941
SCO1	0.05001004029887	-1.95542948858547
TXNL4B	0.05001004029887	-1.95236673816872
TRAPPC2L	0.05001004029887	-1.95150010713015
CDCA4	0.05001004029887	-1.95053476422118
RHBDD3	0.05001004029887	-1.95017092032264
RAB44	0.0507881535880961	-2.01907546463904
BCOR	0.0507881535880961	-2.01702134575027
IRX6	0.0507881535880961	-2.01396635337599
HIST1H2BC	0.0514400783892953	-2.08066144032728
EIF3M	0.0524367189115336	-1.94983584677495
CTSB	0.0524367189115336	-1.94968113867787
GTF2H2C	0.0524367189115336	-1.94958920862928
MRM1	0.0524367189115336	-1.94928048924993
C21orf140	0.0524367189115336	-1.94762568558258
WDR90	0.0524367189115336	-1.94707302092711
EWSR1	0.0524367189115336	-1.94678177056999
MCF2L	0.0524367189115336	-1.94544527302182
MBD6	0.0524367189115336	-1.94495091466486
LAMTOR1	0.0524367189115336	-1.94459546683106
YBX1	0.0524367189115336	-1.943696540006
CRTC1	0.0524367189115336	-1.94207442146481
ANKH	0.0524367189115336	-1.94186624840353
GATAD1	0.0530968827493061	-2.00859391980881
MTCH2	0.0530968827493061	-2.00218049133268
NKAP	0.0535309017077703	-2.0726687647009
DNAJA1	0.0535309017077703	-2.07013306938765
PMF1-BGLAP	0.0552324832372476	-1.93779049419569
DPP9-AS1	0.0552324832372476	-1.93505333170442
ATXN1L	0.0552324832372476	-1.93388215944032
ZNF143	0.0552324832372476	-1.93377866009906
CCDC157	0.0552324832372476	-1.93303943920655
HPS5	0.0552324832372476	-1.93176162910464
CLN6	0.0552324832372476	-1.93133297499624
GPRIN2	0.0552324832372476	-1.93046239552523
PLEKHG5	0.0552324832372476	-1.93030208603554
FAM32A	0.0555931488392686	-1.99884527933977
CEP85	0.0555931488392686	-1.99656012826003
BRAP	0.0555931488392686	-1.99026224410756
SKA3	0.055812284133636	-2.06963274894352
CTCF	0.055812284133636	-2.06279401268455
CBLB	0.055812284133636	-2.06144000808105
TIMM8B	0.0578668303496665	-1.92964487960724
MAP2K3	0.0578668303496665	-1.92847727780654
CWC15	0.0578668303496665	-1.92844997079032
PCBP3	0.0578668303496665	-1.92818584758182
IER2	0.0578668303496665	-1.9281298822447
CUL7	0.0578668303496665	-1.92725133889308
TEFM	0.0578668303496665	-1.92679079988689
LIN52	0.0578668303496665	-1.92576378644698
SLC3A2	0.0578668303496665	-1.92318735699866
PITPNM3	0.0578668303496665	-1.92267932374398
INTS7	0.0578668303496665	-1.92164826828525
APEX2	0.0578668303496665	-1.92159561477681
ESRRA	0.0578668303496665	-1.92069659677656
ZFYVE20	0.0579745309867463	-1.98921545682822
DCTN4	0.0579745309867463	-1.98607262887339
CCAR2	0.0579745309867463	-1.98592149295075
ADAMTS8	0.0579745309867463	-1.98581657677407
ANO2	0.0579745309867463	-1.98558692382556
CDK11A	0.0605518165396111	-2.04084386644342
SPDL1	0.0605518165396111	-1.917927677268
CGNL1	0.0605518165396111	-1.91746311319184
VPS35	0.0605518165396111	-1.91722327211953
SLC5A9	0.0605518165396111	-1.91561255695633
MUM1	0.0605518165396111	-1.91555467682084
TMEM130	0.0605518165396111	-1.91515638184909
SCAP	0.0605518165396111	-1.91487783509141
GLIS1	0.0605518165396111	-1.91459274826913
DRAP1	0.0605518165396111	-1.91419792044325
PAXBP1	0.0605518165396111	-1.91283223649061
TRAP1	0.0605518165396111	-1.91274651718301
NELFE	0.0605518165396111	-1.91219447124806
UQCR10	0.0605518165396111	-1.91048622937744
NPM1	0.0629213925362938	-2.37565043947252
CEP350	0.0631636372960442	-2.03893789230494
PMM1	0.0631636372960442	-2.03589363008741
SP8	0.0631636372960442	-1.96964740476403
COMMD4	0.0631636372960442	-1.96961987973195
GMEB1	0.0631636372960442	-1.96743973803774
SNX15	0.0631636372960442	-1.96640974128612
PLA2G4D	0.0631636372960442	-1.96586608733037
ATP6V1H	0.0631636372960442	-1.96420298060954
DNAJC14	0.0631636372960442	-1.9632955573978
NCOR2	0.0631636372960442	-1.96315950060145
LSM3	0.0631636372960442	-1.96243104384164
NUPL2	0.0632229680462997	-1.9099786103484
MYO18A	0.0632229680462997	-1.90946855755411
RASA4	0.0632229680462997	-1.90823958809559
PGLS	0.0632229680462997	-1.90700981815865
PIGS	0.0632229680462997	-1.90681238869481
AGXT	0.0632229680462997	-1.90504524777132
ATP8B3	0.0632229680462997	-1.90241239956375
IGSF3	0.0632229680462997	-1.9019928582338
SCAF4	0.0632229680462997	-1.90025213350101
CCDC93	0.0632229680462997	-1.90002858152072
EIF3J	0.0637510783891677	-2.22122930817724
DRGX	0.0657383477859088	-2.02869280004208
UTP18	0.0657383477859088	-2.02561047606588
TCERG1	0.0657383477859088	-2.02551027929092
KIAA1429	0.0658524585262054	-1.95811138660128
CPZ	0.0658524585262054	-1.95623109115734
STOML2	0.0658524585262054	-1.95580051626025
CCDC130	0.0658524585262054	-1.95373551598695
C9orf106	0.0658524585262054	-1.95284872624423
ATXN10	0.0658524585262054	-1.9527484580004
TRAPPC8	0.0658524585262054	-1.95216889463281
ACTR2	0.0658524585262054	-1.95174318217904
TBC1D3H	0.0658684215791973	-2.21659943911358
RPS25	0.0661409061327106	-2.55478624869845
ATXN7L3	0.0661409061327106	-2.10453746892803
TMEM161B	0.0661409061327106	-1.89933584083819
CENPJ	0.0661409061327106	-1.89772018048193
RFWD3	0.0661409061327106	-1.89634409109597
ATP5SL	0.0661409061327106	-1.89618039758207
SPTB	0.0661409061327106	-1.89607524594156
C11orf68	0.0661409061327106	-1.89506225078706
ARPC4-TTLL3	0.0661409061327106	-1.89474519526137
UNC5D	0.0661409061327106	-1.89261957166101
KIFC2	0.0661409061327106	-1.8904026351807
MDM2	0.0682556291478055	-2.01900693829653
RANBP1	0.0682556291478055	-2.01749787068491
HGF	0.0682556291478055	-2.01042735305826
STRAP	0.0686764142372639	-1.94947363356853
SLC25A32	0.0686764142372639	-1.94930726944487
KRTAP10-9	0.0686764142372639	-1.94793192685434
SRP9	0.0686764142372639	-1.94706384792655
FAM194B	0.0686764142372639	-1.94239716023215
IMMT	0.0686764142372639	-1.94069650488059
CUX2	0.069161229332982	-1.88941392924361
PHF16	0.069161229332982	-1.88923889465566
SUPT7L	0.069161229332982	-1.88850942617438
RPL3L	0.069161229332982	-1.88837010292969
PLEKHN1	0.069161229332982	-1.88813667159324
SIN3A	0.069161229332982	-1.88765668898393
COG1	0.069161229332982	-1.88741892324093
MADCAM1	0.069161229332982	-1.88599993861021
GEMIN6	0.069161229332982	-1.88527925403831
LRRC56	0.069161229332982	-1.88472349012688
